[2016-12-29 18:44:54.207] [DEBUG] [default] - Entered warehouse.user in the Input Field UserName Filed
[2016-12-29 18:44:55.383] [DEBUG] [default] - Entered RFSics1234 in the Input Field Password Field
[2016-12-29 18:45:00.076] [DEBUG] [default] - Performed Clicking of Select Enter Button
[2016-12-29 18:45:02.723] [DEBUG] [default] - Entered warehouse.user in the Input Field UserName Filed
[2016-12-29 18:45:03.911] [DEBUG] [default] - Entered RFSics1234 in the Input Field Password Field
[2016-12-29 18:45:06.874] [DEBUG] [default] - Performed Clicking of Select Enter Button
